index,I1_D0_Col0_1,I1_D0_Col0_2,I1_D0_Col0_3,I1_D0_Col0_4,I1_D0_Col0_5,I1_D0_mfec_1,I1_D0_mfec_2,I1_D0_mfec_3,I1_D0_mfec_4,I1_D0_mfec_5,I1_D5_Col0_1,I1_D5_Col0_2,I1_D5_Col0_3,I1_D5_Col0_4,I1_D5_Col0_5,I1_D5_mfec_1,I1_D5_mfec_2,I1_D5_mfec_3,I1_D5_mfec_4,I1_D5_mfec_5,I1_D6_Syncom_Col0_1,I1_D6_Syncom_Col0_2,I1_D6_Syncom_Col0_3,I1_D6_Syncom_Col0_4,I1_D6_Syncom_Col0_5,I1_D6_Syncom_fec_1,I1_D6_Syncom_fec_2,I1_D6_Syncom_fec_3,I1_D6_Syncom_fec_4,I1_D6_Syncom_fec_5,I1_D6_Syncom_mfec_1,I1_D6_Syncom_mfec_2,I1_D6_Syncom_mfec_3,I1_D6_Syncom_mfec_4,I1_D6_Syncom_mfec_5,I1_D6_Syncom_min7_1,I1_D6_Syncom_min7_2,I1_D6_Syncom_min7_3,I1_D6_Syncom_min7_4,I1_D6_Syncom_min7_5,I1_NS_D0_Col0_1,I1_NS_D0_Col0_2,I1_NS_D0_Col0_3,I1_NS_D0_Col0_4,I1_NS_D0_Col0_5,I1_NS_D0_mfec_1,I1_NS_D0_mfec_2,I1_NS_D0_mfec_3,I1_NS_D0_mfec_4,I1_NS_D0_mfec_5,I1_NS_D5_Col0_1,I1_NS_D5_Col0_2,I1_NS_D5_Col0_3,I1_NS_D5_Col0_4,I1_NS_D5_Col0_5,I1_NS_D5_mfec_1,I1_NS_D5_mfec_2,I1_NS_D5_mfec_3,I1_NS_D5_mfec_4,I1_NS_D5_mfec_5,I2_D0_Col0_1,I2_D0_Col0_2,I2_D0_Col0_3,I2_D0_Col0_4,I2_D0_Col0_5,I2_D0_mfec_1,I2_D0_mfec_2,I2_D0_mfec_3,I2_D0_mfec_4,I2_D0_mfec_5,I2_D5_Col0_1,I2_D5_Col0_2,I2_D5_Col0_3,I2_D5_Col0_4,I2_D5_Col0_5,I2_D5_mfec_1,I2_D5_mfec_2,I2_D5_mfec_3,I2_D5_mfec_4,I2_D5_mfec_5,I2_D6_Syncom_Col0_1,I2_D6_Syncom_Col0_2,I2_D6_Syncom_Col0_3,I2_D6_Syncom_Col0_4,I2_D6_Syncom_Col0_5,I2_D6_Syncom_fec_1,I2_D6_Syncom_fec_2,I2_D6_Syncom_fec_3,I2_D6_Syncom_fec_4,I2_D6_Syncom_fec_5,I2_D6_Syncom_mfec_1,I2_D6_Syncom_mfec_2,I2_D6_Syncom_mfec_3,I2_D6_Syncom_mfec_4,I2_D6_Syncom_mfec_5,I2_D6_Syncom_min7_1,I2_D6_Syncom_min7_2,I2_D6_Syncom_min7_3,I2_D6_Syncom_min7_4,I2_D6_Syncom_min7_5,I2_NS_D0_Col0_1,I2_NS_D0_Col0_2,I2_NS_D0_Col0_3,I2_NS_D0_Col0_4,I2_NS_D0_Col0_5,I2_NS_D0_mfec_1,I2_NS_D0_mfec_2,I2_NS_D0_mfec_3,I2_NS_D0_mfec_4,I2_NS_D0_mfec_5,I2_NS_D5_Col0_1,I2_NS_D5_Col0_2,I2_NS_D5_Col0_3,I2_NS_D5_Col0_4,I2_NS_D5_Col0_5,I2_NS_D5_mfec_1,I2_NS_D5_mfec_2,I2_NS_D5_mfec_3,I2_NS_D5_mfec_4,I2_NS_D5_mfec_5,I3_D0_Col0_1,I3_D0_Col0_2,I3_D0_Col0_3,I3_D0_Col0_4,I3_D0_Col0_5,I3_D0_mfec_1,I3_D0_mfec_2,I3_D0_mfec_3,I3_D0_mfec_4,I3_D0_mfec_5,I3_D5_Col0_1,I3_D5_Col0_2,I3_D5_Col0_3,I3_D5_Col0_4,I3_D5_Col0_5,I3_D5_mfec_1,I3_D5_mfec_2,I3_D5_mfec_3,I3_D5_mfec_4,I3_D5_mfec_5,I3_D6_Syncom_Col0_1,I3_D6_Syncom_Col0_2,I3_D6_Syncom_Col0_3,I3_D6_Syncom_Col0_4,I3_D6_Syncom_Col0_5,I3_D6_Syncom_fec_1,I3_D6_Syncom_fec_2,I3_D6_Syncom_fec_3,I3_D6_Syncom_fec_4,I3_D6_Syncom_fec_5,I3_D6_Syncom_mfec_1,I3_D6_Syncom_mfec_2,I3_D6_Syncom_mfec_3,I3_D6_Syncom_mfec_4,I3_D6_Syncom_mfec_5,I3_D6_Syncom_min7_1,I3_D6_Syncom_min7_2,I3_D6_Syncom_min7_3,I3_D6_Syncom_min7_4,I3_D6_Syncom_min7_5,I3_NS_D0_Col0_1,I3_NS_D0_Col0_2,I3_NS_D0_Col0_3,I3_NS_D0_Col0_4,I3_NS_D0_Col0_5,I3_NS_D0_mfec_1,I3_NS_D0_mfec_2,I3_NS_D0_mfec_3,I3_NS_D0_mfec_4,I3_NS_D0_mfec_5,I3_NS_D5_Col0_1,I3_NS_D5_Col0_2,I3_NS_D5_Col0_3,I3_NS_D5_Col0_4,I3_NS_D5_Col0_5,I3_NS_D5_mfec_1,I3_NS_D5_mfec_2,I3_NS_D5_mfec_3,I3_NS_D5_mfec_4,I3_NS_D5_mfec_5,I4_D6_Syncom_Col0_1,I4_D6_Syncom_Col0_2,I4_D6_Syncom_Col0_3,I4_D6_Syncom_Col0_4,I4_D6_Syncom_Col0_5,I4_D6_Syncom_fec_1,I4_D6_Syncom_fec_2,I4_D6_Syncom_fec_3,I4_D6_Syncom_fec_4,I4_D6_Syncom_fec_5,I4_D6_Syncom_mfec_1,I4_D6_Syncom_mfec_2,I4_D6_Syncom_mfec_3,I4_D6_Syncom_mfec_4,I4_D6_Syncom_mfec_5,I4_D6_Syncom_min7_1,I4_D6_Syncom_min7_2,I4_D6_Syncom_min7_3,I4_D6_Syncom_min7_4,I4_D6_Syncom_min7_5,I4_NS_D0_Col0_1,I4_NS_D0_Col0_2,I4_NS_D0_Col0_3,I4_NS_D0_Col0_4,I4_NS_D0_Col0_5,I4_NS_D0_mfec_1,I4_NS_D0_mfec_2,I4_NS_D0_mfec_3,I4_NS_D0_mfec_4,I4_NS_D0_mfec_5,I4_NS_D5_Col0_1,I4_NS_D5_Col0_2,I4_NS_D5_Col0_3,I4_NS_D5_Col0_4,I4_NS_D5_Col0_5,I4_NS_D5_mfec_1,I4_NS_D5_mfec_2,I4_NS_D5_mfec_3,I4_NS_D5_mfec_4,I4_NS_D5_mfec_5,I5_D0_Col0_1,I5_D0_Col0_2,I5_D0_Col0_3,I5_D0_Col0_4,I5_D0_Col0_5,I5_D0_mfec_1,I5_D0_mfec_2,I5_D0_mfec_3,I5_D0_mfec_4,I5_D0_mfec_5,I5_D5_Col0_1,I5_D5_Col0_2,I5_D5_Col0_3,I5_D5_Col0_4,I5_D5_Col0_5,I5_D5_mfec_1,I5_D5_mfec_2,I5_D5_mfec_3,I5_D5_mfec_4,I5_D5_mfec_5,I5_D6_Syncom_Col0_1,I5_D6_Syncom_Col0_2,I5_D6_Syncom_Col0_3,I5_D6_Syncom_Col0_4,I5_D6_Syncom_Col0_5,I5_D6_Syncom_fec_1,I5_D6_Syncom_fec_2,I5_D6_Syncom_fec_3,I5_D6_Syncom_fec_4,I5_D6_Syncom_fec_5,I5_D6_Syncom_mfec_1,I5_D6_Syncom_mfec_2,I5_D6_Syncom_mfec_3,I5_D6_Syncom_mfec_4,I5_D6_Syncom_mfec_5,I5_D6_Syncom_min7_1,I5_D6_Syncom_min7_2,I5_D6_Syncom_min7_3,I5_D6_Syncom_min7_4,I5_D6_Syncom_min7_5
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001140771,0.001145639,0.002808989,0,6.15E-06,0,5.59E-05,0,0.001599535,0,0.0013466,0,0,0,0,0,0,0,0.000177117,0,0.000399441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001966874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001966874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.102040816,0.43902439,0.402777778,0.345065034,0.183246073,0.208333333,0.28125,0.043731778,0.056818182,0.145454545,0.092592593,0.012027491,0.020572163,0.004969826,0.009025271,0.00345547,7.50E-05,0.006660221,0.012444328,0.008708273,0.024704117,0.01954417,0.027371101,0.021272366,0.028705331,0.073384853,0.100125945,0.035849764,0.042442153,0.052884396,0.00353585,0.088167906,0.009081371,0.065068493,0.012818585,0.051338766,0.031943989,0.060610283,0.01867031,0.029164607,0.783303195,0.57636398,0.409962242,0.480587276,0.537201063,0.597831505,0.306356374,0.551245316,0.588417787,0.380791474,0.032636527,0.007540734,0.012946963,0.058611756,0.013891145,0.014132657,0.022979419,0.013975099,0.019575581,0.011530298,0.071875,0.062923524,0.04954955,0.157989228,0,0.362156663,0.517571885,0.454356846,0.230915226,0.660557769,0.571495109,0.034627492,0.032169747,0.030073035,0.031143136,0.00027773,0.16914481,0.279039741,0.246005568,0.000407758,0.022393486,0.013613033,0.037255929,0.036197241,0.007375034,0.086913967,0.023896365,0.012948718,0.018026418,0.012788283,0.003778486,0.006042405,0.034152187,0.063781788,0.004908243,0.032413099,0.035714286,0.014306696,0.030742049,0.015445127,0.07011236,0.026490066,0.032608696,0.042500476,0.062374245,0.036518299,0.032627049,0.044221106,0.173745174,0.035179279,0.009192144,0.006943993,0.010054218,0.008261674,0.008953527,0.005748041,0.004884596,0.005055543,0.006343424,0.031544174,0.893623188,0.884017537,0.677112767,0.793082149,0.791378225,0.515648286,0.357472021,0.111419325,0.738037307,0.248893805,0.027606494,0.080128205,0.058659589,0.004358705,0.109784173,0.000296961,0.003395012,0.803871625,0.844857493,0.138763788,0.009036461,0.062402274,0.050690521,0.011720385,0.005788138,0.020477816,0.024145553,0.004786792,0.026019691,0.029514929,0.131944918,0.13478759,0.316568047,0.022643774,0.007328047,0.013404826,0.003912618,0.014684554,0.008958567,0.026743075,0.075544174,0.095210946,0.259136213,0.080351538,0.224242424,0.024402908,0.225806452,0.265536723,0.24350484,0.220125786,0.093929139,0.0415358,0.076222194,0.04939809,0.055950344,0.043884701,0.184667794,0.138391584,0.105198714,0.098797518,0.04122151,0.058801333,0.144315727,0.012241847,0.025080643,0.037985544,0.014988502,0.011588912,0.01336528,0.010301391,0.01347278,0.073604439,0.044823395,0.022046992,0.145207141,0.012563185,0.010745948,0.01166997,0.015394165,0.034356497,0.163216561,0.287937743,0.350299401,0.248447205,0.20754717,0.272121789,0.337755102,0.188679245,0.289215686,0.204081633,0.225216184,0.167427143,0.157611036,0.102281345,0.14950926,0.158926474,0.203809302,0.355438248,0.304542715,0.195730736,0.126149803,0.108481262,0.256410256,0.470225873,0.157534247,0,0.104808878,0.072391767,0.06975089,0.270147162,0.007556936,0.008024072,0.006697729,0.009450473,0,0.058214954,0.000449876,0,0.000559671,0.95369868,0.028964307,0.489134184,0.067073171,0.020958084,0.04959451,0.034783693,0.059641777,0.01573606,0.015533255,0.043722821,0.188114246,0.142517399,0.100363004,0.042861055,0.055393586,0.021304328,0.023363584,0.067519396,0.046660118,0.022475467
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001482946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006583278,0,0,0,0.000509136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001482946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006583278,0,0,0,0.000509136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001482946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000509136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales,0.015306122,0,0.402777778,0.131769107,0.089005236,0,0.197916667,0.034985423,0,0,0.041666667,0,0.00289296,0,0,0,0,0,0.001244433,0,0.0012002,0.000661495,0.000545603,0.000662691,0.001684241,0.001854714,0,0.000583601,0.001446177,0.000295952,0,0,0.000186524,0,0,0.001979045,0.001859753,0.001184339,0.001821494,0.004053386,0.380952381,0.192750614,0.1989544,0.305709625,0.193423384,0.543494516,0.208753039,0.366982588,0.423427658,0.158554812,0.000126836,8.36E-06,6.07E-05,0.000100939,3.53E-05,4.52E-05,7.27E-05,0,4.72E-05,6.85E-05,0,0,0,0.123877917,0,0.191251272,0.42172524,0.190871369,0.136018558,0.376494024,0.004471355,0.015739769,0.006844627,0.002362881,0.009526136,0,0.001038792,0,0.000301888,0,0,0.000892658,0,0,0,0.000685133,0,0.000512821,0.0002331,0.000327905,5.90E-05,0,0,0,0,0.002123617,0.000466853,0.000435185,0.001943463,0.000575595,0.046741573,0.026490066,0,0.001715266,0.007042254,0.000237389,0.003649436,0.008040201,0,0.000773171,0,0,0,0,0,0,0,0,0,0.002806686,0.757391304,0.202072539,0.220652453,0.217418159,0.244808055,0.450074516,0.195523371,0.024271845,0.564476886,0.08960177,0.003450812,0.054924242,0.005242203,0.003309387,0.004604317,0.000129113,0.000411517,3.45E-05,0.002414802,0.014228836,0.000735526,0,0.00047081,0,0.000317158,0,0.001020235,0.000390759,0.00323488,0.00171101,0,0,0,0,0,0.002345845,0.003912618,0.003081943,0,0,0.008962868,0.021094641,0.033222591,0.021971124,0.037575758,0.007788162,0.043010753,0.011299435,0,0.056603774,0,0,0,0,0,0,0,0,5.10E-05,0,0.000801282,0.000566002,0.000785392,0.001775535,0.000375084,0.00083199,0.000698095,0.000212251,0.000411815,0.000437194,0,0,0,0,0.000132661,0.000561648,0.000447748,0,0.003103662,0.000467435,0.00477707,0.112840467,0.032934132,0.046583851,0.008254717,0.078972407,0.029591837,0.034305317,0.161764706,0.06122449,0.005502869,0.000720451,0,0.000198918,0.000263391,0.000416682,0.001706448,0.00010396,0.000439456,0.001054971,0.120455541,0,0.256410256,0.381673511,0.110958904,0,0.043156597,0.072391767,0.050533808,0.068675543,0.004244306,0.002292592,0.003785673,0.00280014,0,5.31E-05,0.000449876,0,0.000117826,8.35E-05,0.002925688,0.39857004,0.002814259,0.00106929,0,0.002181773,0.00190742,0.000608157,0.000533789,0.000850822,0,0,0,0,0,0,0.001448156,0.003984064,0.000613949,0.002374169
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,0.015306122,0,0.402777778,0.131769107,0.089005236,0,0.197916667,0.034985423,0,0,0.041666667,0,0.00289296,0,0,0,0,0,0.001244433,0,0.0012002,0.000661495,0.000545603,0.000662691,0.001684241,0.001854714,0,0.000583601,0.001446177,0.000295952,0,0,0.000186524,0,0,0.001979045,0.001859753,0.001184339,0.001821494,0.004053386,0.380952381,0.192750614,0.1989544,0.305709625,0.193423384,0.543494516,0.208753039,0.366982588,0.423427658,0.158554812,0.000126836,8.36E-06,6.07E-05,0.000100939,3.53E-05,4.52E-05,7.27E-05,0,4.72E-05,6.85E-05,0,0,0,0.123877917,0,0.191251272,0.42172524,0.190871369,0.136018558,0.376494024,0.004471355,0.015739769,0.006844627,0.002362881,0.009526136,0,0.001038792,0,0.000301888,0,0,0.000892658,0,0,0,0.000685133,0,0.000512821,0.0002331,0.000327905,5.90E-05,0,0,0,0,0.002123617,0.000466853,0.000435185,0.001943463,0.000575595,0.046741573,0.026490066,0,0.001715266,0.007042254,0.000237389,0.003649436,0.008040201,0,0.000773171,0,0,0,0,0,0,0,0,0,0.002806686,0.757391304,0.202072539,0.220652453,0.217418159,0.244808055,0.450074516,0.195523371,0.024271845,0.564476886,0.08960177,0.003450812,0.054924242,0.005242203,0.003309387,0.004604317,0.000129113,0.000411517,3.45E-05,0.002414802,0.014228836,0.000735526,0,0.00047081,0,0.000317158,0,0.001020235,0.000390759,0.00323488,0.00171101,0,0,0,0,0,0.002345845,0.003912618,0.003081943,0,0,0.008962868,0.021094641,0.033222591,0.021971124,0.037575758,0.007788162,0.043010753,0.011299435,0,0.056603774,0,0,0,0,0,0,0,0,5.10E-05,0,0.000801282,0.000566002,0.000785392,0.001775535,0.000375084,0.00083199,0.000698095,0.000212251,0.000411815,0.000437194,0,0,0,0,0.000132661,0.000561648,0.000447748,0,0.003103662,0.000467435,0.00477707,0.112840467,0.032934132,0.046583851,0.008254717,0.078972407,0.029591837,0.034305317,0.161764706,0.06122449,0.005502869,0.000720451,0,0.000198918,0.000263391,0.000416682,0.001706448,0.00010396,0.000439456,0.001054971,0.120455541,0,0.256410256,0.381673511,0.110958904,0,0.043156597,0.072391767,0.050533808,0.068675543,0.004244306,0.002292592,0.003785673,0.00280014,0,5.31E-05,0.000449876,0,0.000117826,8.35E-05,0.002925688,0.39857004,0.002814259,0.00106929,0,0.002181773,0.00190742,0.000608157,0.000533789,0.000850822,0,0,0,0,0,0,0.001448156,0.003984064,0.000613949,0.002374169
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048287113,0.006975199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011191573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009964413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002806686,0,0,0,0,0,0,0.011191573,0,0,0,0,0,0,0.000322867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477707,0,0,0,0,0,0,0,0,0,0.004833827,0,0,0,0.000221803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Gluconacetobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008117803,0,0.0137031,0,0.004860419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172482552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
